GO_term,Term_Name_Clean,Ontology
GO:0048843,Negative Regulation Of Axon Extension Involved In Axon Guidance,Biological process
GO:0034587,piRNA Processing,Biological process
GO:0071294,Cellular Response To Zinc Ion,Biological process
GO:0090382,Phagosome Maturation,Biological process
GO:0046173,Polyol Biosynthetic Process,Biological process
GO:0009101,Glycoprotein Biosynthetic Process,Biological process
GO:0042059,Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway,Biological process
GO:0061099,Negative Regulation Of Protein Tyrosine Kinase Activity,Biological process
GO:0042742,Defense Response To Bacterium,Biological process
GO:0030593,Neutrophil Chemotaxis,Biological process
GO:0016556,mRNA Modification,Biological process
GO:0031109,Microtubule Polymerization Or Depolymerization,Biological process
GO:0031110,Regulation Of Microtubule Polymerization Or Depolymerization,Biological process
GO:0043562,Cellular Response To Nitrogen Levels,Biological process
GO:0006995,Cellular Response To Nitrogen Starvation,Biological process
GO:0002430,Complement Receptor Mediated Signaling Pathway,Biological process
GO:0048246,Macrophage Chemotaxis,Biological process
GO:2000515,"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation",Biological process
GO:0031274,Positive Regulation Of Pseudopodium Assembly,Biological process
GO:1903236,Regulation Of Leukocyte Tethering Or Rolling,Biological process
GO:0031272,Regulation Of Pseudopodium Assembly,Biological process
GO:0099601,Regulation Of Neurotransmitter Receptor Activity,Biological process
GO:0070098,Chemokine-Mediated Signaling Pathway,Biological process
GO:0000470,Maturation Of LSU-rRNA,Biological process
GO:0050858,Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway,Biological process
GO:0046688,Response To Copper Ion,Biological process
GO:0030204,Chondroitin Sulfate Metabolic Process,Biological process
GO:0050685,Positive Regulation Of mRNA Processing,Biological process
GO:0070534,Protein K63-linked Ubiquitination,Biological process
GO:0046348,Amino Sugar Catabolic Process,Biological process
GO:0032049,Cardiolipin Biosynthetic Process,Biological process
GO:0006751,Glutathione Catabolic Process,Biological process
GO:0098734,Macromolecule Depalmitoylation,Biological process
GO:1902369,Negative Regulation Of RNA Catabolic Process,Biological process
GO:1902750,Negative Regulation Of Cell Cycle G2/M Phase Transition,Biological process
GO:0106015,Negative Regulation Of Inflammatory Response To Wounding,Biological process
GO:0010519,Negative Regulation Of Phospholipase Activity,Biological process
GO:1990264,Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity,Biological process
GO:0017121,Plasma Membrane Phospholipid Scrambling,Biological process
GO:0048227,Plasma Membrane To Endosome Transport,Biological process
GO:2000510,Positive Regulation Of Dendritic Cell Chemotaxis,Biological process
GO:0048714,Positive Regulation Of Oligodendrocyte Differentiation,Biological process
GO:0002084,Protein Depalmitoylation,Biological process
GO:0010533,Regulation Of Activation Of Janus Kinase Activity,Biological process
GO:2000508,Regulation Of Dendritic Cell Chemotaxis,Biological process
GO:0032429,Regulation Of Phospholipase A2 Activity,Biological process
GO:0010996,Response To Auditory Stimulus,Biological process
GO:0006493,Protein O-linked Glycosylation,Biological process
GO:0007175,Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity,Biological process
GO:0002827,Positive Regulation Of T-helper 1 Type Immune Response,Biological process
GO:0051931,Regulation Of Sensory Perception,Biological process
GO:0070741,Response To Interleukin-6,Biological process
GO:1902285,Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance,Biological process
GO:0099560,Synaptic Membrane Adhesion,Biological process
GO:0070646,Protein Modification By Small Protein Removal,Biological process
GO:0034341,Response To Type II Interferon,Biological process
GO:0009311,Oligosaccharide Metabolic Process,Biological process
GO:0061572,Actin Filament Bundle Organization,Biological process
GO:0001916,Positive Regulation Of T Cell Mediated Cytotoxicity,Biological process
GO:1990869,Cellular Response To Chemokine,Biological process
GO:0030521,Androgen Receptor Signaling Pathway,Biological process
GO:0007019,Microtubule Depolymerization,Biological process
GO:0042551,Neuron Maturation,Biological process
GO:0030206,Chondroitin Sulfate Biosynthetic Process,Biological process
GO:1901317,Regulation Of Flagellated Sperm Motility,Biological process
GO:0006465,Signal Peptide Processing,Biological process
GO:0042355,L-fucose Catabolic Process,Biological process
GO:0042354,L-fucose Metabolic Process,Biological process
GO:0019317,Fucose Catabolic Process,Biological process
GO:1901072,Glucosamine-Containing Compound Catabolic Process,Biological process
GO:0015793,Glycerol Transmembrane Transport,Biological process
GO:0030214,Hyaluronan Catabolic Process,Biological process
GO:0002767,Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway,Biological process
GO:0007595,Lactation,Biological process
GO:2000766,Negative Regulation Of Cytoplasmic Translation,Biological process
GO:1904153,"Negative Regulation Of Retrograde Protein Transport, ER To Cytosol",Biological process
GO:0018026,Peptidyl-Lysine Monomethylation,Biological process
GO:0036148,Phosphatidylglycerol Acyl-Chain Remodeling,Biological process
GO:2000049,Positive Regulation Of Cell-Cell Adhesion Mediated By Cadherin,Biological process
GO:1901203,Positive Regulation Of Extracellular Matrix Assembly,Biological process
GO:0045654,Positive Regulation Of Megakaryocyte Differentiation,Biological process
GO:1902110,Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process,Biological process
GO:1905719,Protein Localization To Perinuclear Region Of Cytoplasm,Biological process
GO:0042989,Sequestering Of Actin Monomers,Biological process
GO:0043647,Inositol Phosphate Metabolic Process,Biological process
GO:0002228,Natural Killer Cell Mediated Immunity,Biological process
GO:0009312,Oligosaccharide Biosynthetic Process,Biological process
GO:0006470,Protein Dephosphorylation,Biological process
GO:0050860,Negative Regulation Of T Cell Receptor Signaling Pathway,Biological process
GO:0002399,MHC Class II Protein Complex Assembly,Biological process
GO:1901071,Glucosamine-Containing Compound Metabolic Process,Biological process
GO:0002503,Peptide Antigen Assembly With MHC Class II Protein Complex,Biological process
GO:0051930,Regulation Of Sensory Perception Of Pain,Biological process
GO:0048026,"Positive Regulation Of mRNA Splicing, Via Spliceosome",Biological process
GO:0046834,Lipid Phosphorylation,Biological process
GO:0002686,Negative Regulation Of Leukocyte Migration,Biological process
GO:0070862,Negative Regulation Of Protein Exit From Endoplasmic Reticulum,Biological process
GO:0036152,Phosphatidylethanolamine Acyl-Chain Remodeling,Biological process
GO:0006655,Phosphatidylglycerol Biosynthetic Process,Biological process
GO:1900246,Positive Regulation Of RIG-I Signaling Pathway,Biological process
GO:0033003,Regulation Of Mast Cell Activation,Biological process
GO:0001574,Ganglioside Biosynthetic Process,Biological process
GO:0018146,Keratan Sulfate Biosynthetic Process,Biological process
GO:0080009,mRNA Methylation,Biological process
GO:0018023,Peptidyl-Lysine Trimethylation,Biological process
GO:0071280,Cellular Response To Copper Ion,Biological process
GO:0046471,Phosphatidylglycerol Metabolic Process,Biological process
GO:0035335,Peptidyl-Tyrosine Dephosphorylation,Biological process
GO:0032958,Inositol Phosphate Biosynthetic Process,Biological process
GO:0031665,Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway,Biological process
GO:1900426,Positive Regulation Of Defense Response To Bacterium,Biological process
GO:0000338,Protein Deneddylation,Biological process
GO:0018342,Protein Prenylation,Biological process
GO:0016311,Dephosphorylation,Biological process
GO:0002548,Monocyte Chemotaxis,Biological process
GO:0045953,Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity,Biological process
GO:0052372,Modulation By Symbiont Of Entry Into Host,Biological process
GO:1901748,Leukotriene D4 Metabolic Process,Biological process
GO:0002689,Negative Regulation Of Leukocyte Chemotaxis,Biological process
GO:0050820,Positive Regulation Of Coagulation,Biological process
GO:1900048,Positive Regulation Of Hemostasis,Biological process
GO:0000413,Protein Peptidyl-Prolyl Isomerization,Biological process
GO:0018022,Peptidyl-Lysine Methylation,Biological process
GO:0018208,Peptidyl-Proline Modification,Biological process
GO:0035592,Establishment Of Protein Localization To Extracellular Region,Biological process
GO:0050830,Defense Response To Gram-positive Bacterium,Biological process
GO:0097320,Plasma Membrane Tubulation,Biological process
GO:1903900,Regulation Of Viral Life Cycle,Biological process
GO:0006688,Glycosphingolipid Biosynthetic Process,Biological process
GO:1900118,Negative Regulation Of Execution Phase Of Apoptosis,Biological process
GO:0034032,Purine Nucleoside Bisphosphate Metabolic Process,Biological process
GO:0033875,Ribonucleoside Bisphosphate Metabolic Process,Biological process
GO:0018345,Protein Palmitoylation,Biological process
GO:0006658,Phosphatidylserine Metabolic Process,Biological process
GO:0061844,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide,Biological process
GO:0045954,Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity,Biological process
GO:0006044,N-acetylglucosamine Metabolic Process,Biological process
GO:0016266,O-glycan Processing,Biological process
GO:0072676,Lymphocyte Migration,Biological process
GO:0090630,Activation Of GTPase Activity,Biological process
GO:0048247,Lymphocyte Chemotaxis,Biological process
GO:0002717,Positive Regulation Of Natural Killer Cell Mediated Immunity,Biological process
GO:0019731,Antibacterial Humoral Response,Biological process
GO:0019730,Antimicrobial Humoral Response,Biological process
GO:0042269,Regulation Of Natural Killer Cell Mediated Cytotoxicity,Biological process
GO:0018230,peptidyl-L-cysteine S-palmitoylation,Biological process
GO:0018231,peptidyl-S-diacylglycerol-L-cysteine Biosynthetic Process From Peptidyl-Cysteine,Biological process
GO:0045116,Protein Neddylation,Biological process
GO:0048245,Eosinophil Chemotaxis,Biological process
GO:0072677,Eosinophil Migration,Biological process
GO:0001580,Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste,Biological process
GO:0050913,Sensory Perception Of Bitter Taste,Biological process
GO:0050912,Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste,Biological process
GO:0007608,Sensory Perception Of Smell,Biological process
GO:0050907,Detection Of Chemical Stimulus Involved In Sensory Perception,Biological process
GO:0050911,Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell,Biological process
GO:0007606,Sensory Perception Of Chemical Stimulus,Biological process
GO:0004674,Protein Serine/Threonine Kinase Activity,Molecular function
GO:0032559,Adenyl Ribonucleotide Binding,Molecular function
GO:0005524,ATP Binding,Molecular function
GO:0003677,DNA Binding,Molecular function
GO:0004713,Protein Tyrosine Kinase Activity,Molecular function
GO:0042803,Protein Homodimerization Activity,Molecular function
GO:0140297,DNA-binding Transcription Factor Binding,Molecular function
GO:0061629,RNA Polymerase II-specific DNA-binding Transcription Factor Binding,Molecular function
GO:0035639,Purine Ribonucleoside Triphosphate Binding,Molecular function
GO:0003723,RNA Binding,Molecular function
GO:0019901,Protein Kinase Binding,Molecular function
GO:0019900,Kinase Binding,Molecular function
GO:0001221,Transcription Coregulator Binding,Molecular function
GO:0019199,Transmembrane Receptor Protein Kinase Activity,Molecular function
GO:0008137,NADH Dehydrogenase (Ubiquinone) Activity,Molecular function
GO:0015453,Oxidoreduction-Driven Active Transmembrane Transporter Activity,Molecular function
GO:0044389,Ubiquitin-Like Protein Ligase Binding,Molecular function
GO:0001067,Transcription Regulatory Region Nucleic Acid Binding,Molecular function
GO:0050136,NADH Dehydrogenase (Quinone) Activity,Molecular function
GO:0004812,aminoacyl-tRNA Ligase Activity,Molecular function
GO:0004714,Transmembrane Receptor Protein Tyrosine Kinase Activity,Molecular function
GO:0031625,Ubiquitin Protein Ligase Binding,Molecular function
GO:0002020,Protease Binding,Molecular function
GO:0004715,Non-Membrane Spanning Protein Tyrosine Kinase Activity,Molecular function
GO:0046982,Protein Heterodimerization Activity,Molecular function
GO:0000287,Magnesium Ion Binding,Molecular function
GO:0000976,Transcription Cis-Regulatory Region Binding,Molecular function
GO:0016922,Nuclear Receptor Binding,Molecular function
GO:0003697,Single-Stranded DNA Binding,Molecular function
GO:0050321,Tau-Protein Kinase Activity,Molecular function
GO:0046914,Transition Metal Ion Binding,Molecular function
GO:0048156,Tau Protein Binding,Molecular function
GO:0008331,High Voltage-Gated Calcium Channel Activity,Molecular function
GO:0004712,Protein Serine/Threonine/Tyrosine Kinase Activity,Molecular function
GO:0099589,Serotonin Receptor Activity,Molecular function
GO:1990837,Sequence-Specific Double-Stranded DNA Binding,Molecular function
GO:0022824,Transmitter-Gated Monoatomic Ion Channel Activity,Molecular function
GO:0046872,Metal Ion Binding,Molecular function
GO:0003684,Damaged DNA Binding,Molecular function
GO:0020037,Heme Binding,Molecular function
GO:0004683,Calmodulin-Dependent Protein Kinase Activity,Molecular function
GO:0001222,Transcription Corepressor Binding,Molecular function
GO:0016301,Kinase Activity,Molecular function
GO:0004114,"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",Molecular function
GO:0004709,MAP Kinase Kinase Kinase Activity,Molecular function
GO:0008270,Zinc Ion Binding,Molecular function
GO:0003899,DNA-directed 5'-3' RNA Polymerase Activity,Molecular function
GO:0001056,RNA Polymerase III Activity,Molecular function
GO:0004549,tRNA-specific Ribonuclease Activity,Molecular function
GO:0004993,G Protein-Coupled Serotonin Receptor Activity,Molecular function
GO:0019902,Phosphatase Binding,Molecular function
GO:0033293,Monocarboxylic Acid Binding,Molecular function
GO:0043565,Sequence-Specific DNA Binding,Molecular function
GO:0097472,Cyclin-Dependent Protein Kinase Activity,Molecular function
GO:0004693,Cyclin-Dependent Protein Serine/Threonine Kinase Activity,Molecular function
GO:0004532,RNA Exonuclease Activity,Molecular function
GO:0004697,Protein Kinase C Activity,Molecular function
GO:0003690,Double-Stranded DNA Binding,Molecular function
GO:0051020,GTPase Binding,Molecular function
GO:0035064,Methylated Histone Binding,Molecular function
GO:0030554,Adenyl Nucleotide Binding,Molecular function
GO:0004115,"3',5'-cyclic-AMP Phosphodiesterase Activity",Molecular function
GO:0010484,Histone H3 Acetyltransferase Activity,Molecular function
GO:0042809,Nuclear Vitamin D Receptor Binding,Molecular function
GO:0000217,DNA Secondary Structure Binding,Molecular function
GO:0019903,Protein Phosphatase Binding,Molecular function
GO:0045296,Cadherin Binding,Molecular function
GO:0008395,Steroid Hydroxylase Activity,Molecular function
GO:0001223,Transcription Coactivator Binding,Molecular function
GO:0043531,ADP Binding,Molecular function
GO:0031490,Chromatin DNA Binding,Molecular function
GO:0001540,Amyloid-Beta Binding,Molecular function
GO:0030295,Protein Kinase Activator Activity,Molecular function
GO:0140034,Methylation-Dependent Protein Binding,Molecular function
GO:0005245,Voltage-Gated Calcium Channel Activity,Molecular function
GO:0001046,Core Promoter Sequence-Specific DNA Binding,Molecular function
GO:0051117,ATPase Binding,Molecular function
GO:0001054,RNA Polymerase I Activity,Molecular function
GO:0001972,Retinoic Acid Binding,Molecular function
GO:0005501,Retinoid Binding,Molecular function
GO:0016836,Hydro-Lyase Activity,Molecular function
GO:0019843,rRNA Binding,Molecular function
GO:0005080,Protein Kinase C Binding,Molecular function
GO:0034061,DNA Polymerase Activity,Molecular function
GO:0004970,Ionotropic Glutamate Receptor Activity,Molecular function
GO:0005254,Chloride Channel Activity,Molecular function
GO:0015078,Proton Transmembrane Transporter Activity,Molecular function
GO:0017069,snRNA Binding,Molecular function
GO:0003688,DNA Replication Origin Binding,Molecular function
GO:0016307,Phosphatidylinositol Phosphate Kinase Activity,Molecular function
GO:0019787,Ubiquitin-Like Protein Transferase Activity,Molecular function
GO:0043015,Gamma-Tubulin Binding,Molecular function
GO:0003743,Translation Initiation Factor Activity,Molecular function
GO:0004706,JUN Kinase Kinase Kinase Activity,Molecular function
GO:0043995,Histone H4K5 Acetyltransferase Activity,Molecular function
GO:0043996,Histone H4K8 Acetyltransferase Activity,Molecular function
GO:0048407,Platelet-Derived Growth Factor Binding,Molecular function
GO:0004526,Ribonuclease P Activity,Molecular function
GO:0034062,5'-3' RNA Polymerase Activity,Molecular function
GO:0043539,Protein Serine/Threonine Kinase Activator Activity,Molecular function
GO:0003887,DNA-directed DNA Polymerase Activity,Molecular function
GO:0010485,Histone H4 Acetyltransferase Activity,Molecular function
GO:0031267,Small GTPase Binding,Molecular function
GO:0004675,Transmembrane Receptor Protein Serine/Threonine Kinase Activity,Molecular function
GO:0022853,Active Monoatomic Ion Transmembrane Transporter Activity,Molecular function
GO:0050660,Flavin Adenine Dinucleotide Binding,Molecular function
GO:0016891,"RNA Endonuclease Activity, Producing 5'-Phosphomonoesters",Molecular function
GO:0043130,Ubiquitin Binding,Molecular function
GO:0031491,Nucleosome Binding,Molecular function
GO:0042826,Histone Deacetylase Binding,Molecular function
GO:0042974,Nuclear Retinoic Acid Receptor Binding,Molecular function
GO:0004896,Cytokine Receptor Activity,Molecular function
GO:0140996,Histone H3 Kinase Activity,Molecular function
GO:0032357,Oxidized Purine DNA Binding,Molecular function
GO:0106310,Protein Serine Kinase Activity,Molecular function
GO:0033204,Ribonuclease P RNA Binding,Molecular function
GO:0005247,Voltage-Gated Chloride Channel Activity,Molecular function
GO:0005248,Voltage-Gated Sodium Channel Activity,Molecular function
GO:0030551,Cyclic Nucleotide Binding,Molecular function
GO:0099529,Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential,Molecular function
GO:0019887,Protein Kinase Regulator Activity,Molecular function
GO:0140033,Acetylation-Dependent Protein Binding,Molecular function
GO:0070577,Lysine-Acetylated Histone Binding,Molecular function
GO:0004708,MAP Kinase Kinase Activity,Molecular function
GO:0086008,Voltage-Gated Potassium Channel Activity Involved In Cardiac Muscle Cell Action Potential Repolarization,Molecular function
GO:0015085,Calcium Ion Transmembrane Transporter Activity,Molecular function
GO:0004402,Histone Acetyltransferase Activity,Molecular function
GO:0046966,Nuclear Thyroid Hormone Receptor Binding,Molecular function
GO:0005249,Voltage-Gated Potassium Channel Activity,Molecular function
GO:0000400,Four-Way Junction DNA Binding,Molecular function
GO:0004707,MAP Kinase Activity,Molecular function
GO:0000049,tRNA Binding,Molecular function
GO:0043014,Alpha-Tubulin Binding,Molecular function
GO:0030506,Ankyrin Binding,Molecular function
GO:0004407,Histone Deacetylase Activity,Molecular function
GO:0099095,Ligand-Gated Monoatomic Anion Channel Activity,Molecular function
GO:0030170,Pyridoxal Phosphate Binding,Molecular function
GO:0008353,RNA Polymerase II CTD Heptapeptide Repeat Kinase Activity,Molecular function
GO:0004112,Cyclic-Nucleotide Phosphodiesterase Activity,Molecular function
GO:0036408,Histone H3K14 Acetyltransferase Activity,Molecular function
GO:0046972,Histone H4K16 Acetyltransferase Activity,Molecular function
GO:0055105,Ubiquitin-Protein Transferase Inhibitor Activity,Molecular function
GO:0017116,Single-Stranded DNA Helicase Activity,Molecular function
GO:0140296,General Transcription Initiation Factor Binding,Molecular function
GO:0008227,G Protein-Coupled Amine Receptor Activity,Molecular function
GO:0005310,Dicarboxylic Acid Transmembrane Transporter Activity,Molecular function
GO:0051287,NAD Binding,Molecular function
GO:0051059,NF-kappaB Binding,Molecular function
GO:0017022,Myosin Binding,Molecular function
GO:0004089,Carbonate Dehydratase Activity,Molecular function
GO:0030374,Nuclear Receptor Coactivator Activity,Molecular function
GO:0005272,Sodium Channel Activity,Molecular function
GO:0031690,Adrenergic Receptor Binding,Molecular function
GO:0005003,Ephrin Receptor Activity,Molecular function
GO:0022890,Inorganic Cation Transmembrane Transporter Activity,Molecular function
GO:0001228,"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific",Molecular function
GO:0004527,Exonuclease Activity,Molecular function
GO:0035035,Histone Acetyltransferase Binding,Molecular function
GO:1990756,Ubiquitin Ligase-Substrate Adaptor Activity,Molecular function
GO:0008559,ABC-type Xenobiotic Transporter Activity,Molecular function
GO:0003995,acyl-CoA Dehydrogenase Activity,Molecular function
GO:0034056,Estrogen Response Element Binding,Molecular function
GO:0043997,Histone H4K12 Acetyltransferase Activity,Molecular function
GO:0099507,Ligand-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential,Molecular function
GO:0046965,Nuclear Retinoid X Receptor Binding,Molecular function
GO:0015271,Outward Rectifier Potassium Channel Activity,Molecular function
GO:0005024,Transforming Growth Factor Beta Receptor Activity,Molecular function
GO:0016917,GABA Receptor Activity,Molecular function
GO:0016702,"Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen, Incorporation Of Two Atoms Of Oxygen",Molecular function
GO:0004519,Endonuclease Activity,Molecular function
GO:0047555,"3',5'-cyclic-GMP Phosphodiesterase Activity",Molecular function
GO:0010857,Calcium-Dependent Protein Kinase Activity,Molecular function
GO:0004690,Cyclic Nucleotide-Dependent Protein Kinase Activity,Molecular function
GO:0032356,Oxidized DNA Binding,Molecular function
GO:1990948,Ubiquitin Ligase Inhibitor Activity,Molecular function
GO:0022851,GABA-gated Chloride Ion Channel Activity,Molecular function
GO:0070403,NAD+ Binding,Molecular function
GO:0000979,RNA Polymerase II Core Promoter Sequence-Specific DNA Binding,Molecular function
GO:0005261,Monoatomic Cation Channel Activity,Molecular function
GO:0015103,Inorganic Anion Transmembrane Transporter Activity,Molecular function
GO:0043138,3'-5' DNA Helicase Activity,Molecular function
GO:0015556,C4-dicarboxylate Transmembrane Transporter Activity,Molecular function
GO:0031420,Alkali Metal Ion Binding,Molecular function
GO:0005005,Transmembrane-Ephrin Receptor Activity,Molecular function
GO:0022843,Voltage-Gated Monoatomic Cation Channel Activity,Molecular function
GO:0052742,Phosphatidylinositol Kinase Activity,Molecular function
GO:0005262,Calcium Channel Activity,Molecular function
GO:0015108,Chloride Transmembrane Transporter Activity,Molecular function
GO:0003779,Actin Binding,Molecular function
GO:0004890,GABA-A Receptor Activity,Molecular function
GO:0017025,TBP-class Protein Binding,Molecular function
GO:0099604,Ligand-Gated Calcium Channel Activity,Molecular function
GO:0033764,"Steroid Dehydrogenase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor",Molecular function
GO:0016620,"Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, NAD Or NADP As Acceptor",Molecular function
GO:0004435,Phosphatidylinositol Phospholipase C Activity,Molecular function
GO:1990381,Ubiquitin-Specific Protease Binding,Molecular function
GO:0050661,NADP Binding,Molecular function
GO:0003725,Double-Stranded RNA Binding,Molecular function
GO:0016303,1-Phosphatidylinositol-3-Kinase Activity,Molecular function
GO:0051880,G-quadruplex DNA Binding,Molecular function
GO:0098505,G-rich Strand Telomeric DNA Binding,Molecular function
GO:0030957,Tat Protein Binding,Molecular function
GO:0070410,co-SMAD Binding,Molecular function
GO:0070181,Small Ribosomal Subunit rRNA Binding,Molecular function
GO:0008408,3'-5' Exonuclease Activity,Molecular function
GO:1990841,Promoter-Specific Chromatin Binding,Molecular function
GO:0015631,Tubulin Binding,Molecular function
GO:0016811,"Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Linear Amides",Molecular function
GO:0043022,Ribosome Binding,Molecular function
GO:0046873,Metal Ion Transmembrane Transporter Activity,Molecular function
GO:0008504,Monoamine Transmembrane Transporter Activity,Molecular function
GO:0043047,Single-Stranded Telomeric DNA Binding,Molecular function
GO:1902282,Voltage-Gated Potassium Channel Activity Involved In Ventricular Cardiac Muscle Cell Action Potential Repolarization,Molecular function
GO:0070325,Lipoprotein Particle Receptor Binding,Molecular function
GO:0035005,1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity,Molecular function
GO:0015431,ABC-type Glutathione S-conjugate Transporter Activity,Molecular function
GO:0016907,G Protein-Coupled Acetylcholine Receptor Activity,Molecular function
GO:0099528,G Protein-Coupled Neurotransmitter Receptor Activity,Molecular function
GO:0032405,MutLalpha Complex Binding,Molecular function
GO:0032407,MutSalpha Complex Binding,Molecular function
GO:0003680,Minor Groove Of Adenine-Thymine-Rich DNA Binding,Molecular function
GO:0052890,"Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, With A Flavin As Acceptor",Molecular function
GO:0005113,Patched Binding,Molecular function
GO:0005047,Signal Recognition Particle Binding,Molecular function
GO:0016597,Amino Acid Binding,Molecular function
GO:0140938,Histone H3 Methyltransferase Activity,Molecular function
GO:0051539,"4 Iron, 4 Sulfur Cluster Binding",Molecular function
GO:0070411,I-SMAD Binding,Molecular function
GO:0005237,Inhibitory Extracellular Ligand-Gated Monoatomic Ion Channel Activity,Molecular function
GO:0015276,Ligand-Gated Monoatomic Ion Channel Activity,Molecular function
GO:0004629,Phospholipase C Activity,Molecular function
GO:0070034,Telomerase RNA Binding,Molecular function
GO:0005123,Death Receptor Binding,Molecular function
GO:0043274,Phospholipase Binding,Molecular function
GO:0000175,3'-5'-RNA Exonuclease Activity,Molecular function
GO:0030331,Nuclear Estrogen Receptor Binding,Molecular function
GO:0031492,Nucleosomal DNA Binding,Molecular function
GO:0070182,DNA Polymerase Binding,Molecular function
GO:0031406,Carboxylic Acid Binding,Molecular function
GO:0015651,Quaternary Ammonium Group Transmembrane Transporter Activity,Molecular function
GO:0030165,PDZ Domain Binding,Molecular function
GO:0005048,Signal Sequence Binding,Molecular function
GO:0048487,Beta-Tubulin Binding,Molecular function
GO:0016896,"RNA Exonuclease Activity, Producing 5'-Phosphomonoesters",Molecular function
GO:0015020,Glucuronosyltransferase Activity,Molecular function
GO:0017002,Activin Receptor Activity,Molecular function
GO:0009931,Calcium-Dependent Protein Serine/Threonine Kinase Activity,Molecular function
GO:0016884,"Carbon-Nitrogen Ligase Activity, With Glutamine As amido-N-donor",Molecular function
GO:0004659,Prenyltransferase Activity,Molecular function
GO:1902936,Phosphatidylinositol Bisphosphate Binding,Molecular function
GO:0005242,Inward Rectifier Potassium Channel Activity,Molecular function
GO:0008200,Ion Channel Inhibitor Activity,Molecular function
GO:0008509,Monoatomic Anion Transmembrane Transporter Activity,Molecular function
GO:0050750,Low-Density Lipoprotein Particle Receptor Binding,Molecular function
GO:0030553,cGMP Binding,Molecular function
GO:0005230,Extracellular Ligand-Gated Monoatomic Ion Channel Activity,Molecular function
GO:0017134,Fibroblast Growth Factor Binding,Molecular function
GO:0005267,Potassium Channel Activity,Molecular function
GO:0004129,Cytochrome-C Oxidase Activity,Molecular function
GO:0008066,Glutamate Receptor Activity,Molecular function
GO:0061133,Endopeptidase Activator Activity,Molecular function
GO:0005126,Cytokine Receptor Binding,Molecular function
GO:0015272,ATP-activated Inward Rectifier Potassium Channel Activity,Molecular function
GO:0051400,BH Domain Binding,Molecular function
GO:0051434,BH3 Domain Binding,Molecular function
GO:0004703,G Protein-Coupled Receptor Kinase Activity,Molecular function
GO:0140666,Annealing Activity,Molecular function
GO:0004691,cAMP-dependent Protein Kinase Activity,Molecular function
GO:0004977,Melanocortin Receptor Activity,Molecular function
GO:0004576,Oligosaccharyl Transferase Activity,Molecular function
GO:0015141,Succinate Transmembrane Transporter Activity,Molecular function
GO:0015234,Thiamine Transmembrane Transporter Activity,Molecular function
GO:0016407,Acetyltransferase Activity,Molecular function
GO:0099094,Ligand-Gated Monoatomic Cation Channel Activity,Molecular function
GO:0004540,RNA Nuclease Activity,Molecular function
GO:0005546,"Phosphatidylinositol-4,5-Bisphosphate Binding",Molecular function
GO:0070851,Growth Factor Receptor Binding,Molecular function
GO:0051019,Mitogen-Activated Protein Kinase Binding,Molecular function
GO:0008194,UDP-glycosyltransferase Activity,Molecular function
GO:0019209,Kinase Activator Activity,Molecular function
GO:0004520,DNA Endonuclease Activity,Molecular function
GO:0003954,NADH Dehydrogenase Activity,Molecular function
GO:0070016,Armadillo Repeat Domain Binding,Molecular function
GO:0047499,Calcium-Independent Phospholipase A2 Activity,Molecular function
GO:0043422,Protein Kinase B Binding,Molecular function
GO:0001758,Retinal Dehydrogenase Activity,Molecular function
GO:0045322,Unmethylated CpG Binding,Molecular function
GO:0061980,Regulatory RNA Binding,Molecular function
GO:0051879,Hsp90 Protein Binding,Molecular function
GO:0008503,Benzodiazepine Receptor Activity,Molecular function
GO:0035497,cAMP Response Element Binding,Molecular function
GO:0016594,Glycine Binding,Molecular function
GO:0030955,Potassium Ion Binding,Molecular function
GO:0035197,siRNA Binding,Molecular function
GO:0017070,U6 snRNA Binding,Molecular function
GO:0015378,Sodium:Chloride Symporter Activity,Molecular function
